@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-10,12'

@attribute 01_change_type {D,U,S}
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
S,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915
S,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0
U,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581
S,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0
S,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0
D,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653
S,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0
S,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0
D,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472
S,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0
D,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261
S,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0
S,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378
D,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0
S,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0
S,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601
D,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0
S,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0
S,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473
D,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0,0
S,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466,0
S,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0,-2.184466
S,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0,0
S,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362,0
S,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0,-4.218362
D,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0,0
S,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741,0
S,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0,-2.849741
U,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0,0
S,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667,0
S,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0,2.666667
U,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0,0
S,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442,0
S,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0,-1.558442
U,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0,0
S,2.298851,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934,0
U,0,2.298851,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0,-4.74934
S,3.089888,0,2.298851,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025,0
S,0,3.089888,0,2.298851,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0,-0.831025
D,0,0,3.089888,0,2.298851,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0,0
S,-1.362398,0,0,3.089888,0,2.298851,0,0,2.052786,0,0,2.095808,0,0,-0.298507,0,0,0,0,0,-1.470588,0,0,-1.449275,0,0,-3.631285,0
S,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0,0,0,4.135338,0,0,0
S,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0,0,0,4.135338,0,0
S,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0,0,0,4.135338,0
S,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0,0,0,4.135338
U,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0,0,0
S,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0,0
S,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0,0
S,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0,0
S,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0,0
S,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467,0
U,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0,4.452467
S,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0,0
S,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0,0
S,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0,0
S,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0,0
S,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0,0
D,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0,0
S,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0,0
S,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843,0
S,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0,3.801843
S,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0,0
U,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0,0
S,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0,0
S,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0,0
S,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0,0
S,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667,0
S,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0,2.99667
S,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0,0
U,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0,0
S,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0,0
S,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0,0
S,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724,0
S,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0,2.801724
S,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0,0
U,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0,0
S,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0,0
S,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0,0
S,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505,0
S,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0,1.467505
S,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0,0
U,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0,0
S,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0,0
S,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0,0
S,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975,0
S,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0,-1.342975
U,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0,0
S,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0,0
S,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0,0
S,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634,0
S,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0,3.769634
U,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0,0
S,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0,0
S,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0,0
S,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0,0
S,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0,0
S,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255,0
S,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0,1.917255
S,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0,0
S,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0,0
S,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0,0
S,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0,0
S,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238,0
U,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0,2.376238
S,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0,0
S,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0,0
S,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0,0
S,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0,0
D,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507,0
S,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0,2.514507
S,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0,0
S,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0,0
S,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0,0
S,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566,0
D,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0,3.490566
S,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0,0
S,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0,0
S,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0,0
S,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515,0
S,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0,3.55515
S,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0,0
U,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0,0
S,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0,0
S,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0,0
S,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0,0
S,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0,0
S,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0,0
U,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0,0
S,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0,0
S,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0,0
S,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704,0
S,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0,2.200704
S,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0,0
D,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0,0
S,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0,0
S,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908,0
S,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0,-3.186908
S,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0,0
S,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0,0
S,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0,0
D,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0,0
S,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943,0
S,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0,-2.935943
S,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0,0
S,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0,0
S,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0,0
S,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0,0
D,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0,0
S,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659,0
S,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0,0.091659
S,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0,0
S,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0,0
S,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0,0
S,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0,0
U,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678,0
S,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0,2.655678
S,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0,0
S,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0,0
S,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0,0
S,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0,0
U,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473,0
S,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0,-1.070473
S,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0,0
S,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0,0
S,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0,0
S,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0,0
S,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0,0
S,0,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682,0
U,0,0,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0,-3.516682
S,3.394495,0,0,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0,0
S,0,3.394495,0,0,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0,0
S,0,0,3.394495,0,0,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0,0
S,0,0,0,3.394495,0,0,0,0,0,0,0,0.646353,0,0,0,0,0,3.934741,0,0,0,0,0,0,-2.616822,0,0,0
