@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-10,12'

@attribute 01_change_type {D,U,S}
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
S,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445652
S,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0,0
U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0,0
S,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0,0
S,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0,0
S,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0,0
S,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0,0
S,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0,0
S,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0,0
S,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0,0
S,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0,0
S,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313,0
S,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66313
S,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0,0
U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0,0
S,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0,0
S,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0,0
S,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0,0
S,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0,0
S,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0,0
S,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0,0
S,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055,0
S,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162055
S,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0,0
U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599,0
S,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57599
S,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0,0
U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355,0
S,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.192355
S,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,0,0,0,0,0,0,0,0,0,0,0,3.431953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0,0,-0.78125,0
D,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0,0,-0.78125
U,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0,0
S,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402,0
U,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302,-0.787402
U,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625,1.587302
U,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302,-1.5625
U,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452,-1.587302
D,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6,0.806452
U,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0,1.6
U,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205,0
U,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692,2.362205
U,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639,2.307692
D,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692,-2.255639
D,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398,2.307692
S,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375,-3.759398
U,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0,-2.34375
D,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2,0
D,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0,3.2
U,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581,0
U,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303,2.325581
U,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0,-3.030303
U,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625,0
U,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462,1.5625
U,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879,1.538462
U,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0,-3.787879
U,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409,0
U,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785,-4.724409
D,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803,-3.305785
U,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867,-3.418803
D,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0,2.654867
U,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276,0
U,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333,3.448276
D,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871,3.333333
D,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692,4.83871
U,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759,2.307692
U,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359,-1.503759
S,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727,0.763359
D,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481,2.272727
S,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781,1.481481
D,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286,2.189781
D,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424,-0.714286
D,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0,-0.719424
U,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188,0
U,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601,3.623188
U,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766,-1.398601
U,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551,-2.12766
U,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225,2.898551
U,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601,0.704225
U,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621,1.398601
U,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564,2.758621
U,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974,2.684564
U,5.106383,5.381166,5.188679,5.472637,5.235602,5.524862,5.232558,4.878049,1.234568,-1.818182,-1.197605,-4.022989,0,-2.247191,0,2.890173,0.581395,-2.824859,-0.561798,1.714286,2.339181,-1.724138,4.191617,-0.595238,0.598802,3.726708,1.898734,3.267974
